position,candidate_top1,oracle_top1,kl,relative_nll_delta,max_logit_error
2024,248046,248046,0.00179331,0.14751897,1.97710800
2025,248046,248046,0.02083544,0.19294414,2.40125084
2026,248046,248046,0.00023297,0.00377171,6.32762671
2027,248046,248046,0.16265550,0.53374161,1.23374271
2028,248046,248046,0.00088430,0.20205604,3.45445061
2029,248046,248046,1.77007667,5.64562291,8.77892113
2030,248046,248046,0.00013571,0.12837397,2.49377131
2031,248046,248046,0.00869812,0.23532541,2.24188232
2032,248046,248046,0.00300175,0.22299571,9.56997585
2033,248046,248046,0.08562418,0.49552718,1.96218300
2034,248046,248046,0.00092917,0.20408816,1.43139744
2035,248046,248046,0.00113768,0.00877610,5.20046568
2036,248046,248046,0.00896919,0.49276494,8.64489937
2037,4203,248046,1.05374131,0.97848158,21.09941101
2038,248046,248046,0.10441351,0.55829645,1.84073448
2039,248046,248046,0.00213654,0.36912826,3.62341690
2040,248046,248046,0.01378148,0.46709192,3.30398488
2041,248046,248046,0.00239796,0.25631064,6.14476299
2042,264,264,0.00215856,0.83098445,2.57317734
2043,248046,248046,0.00795324,0.32023546,2.81447411
2044,248046,248046,0.35931054,0.69685395,2.06765556
2045,7189,248046,0.51408558,0.76576100,2.75653839
2046,248046,248046,0.00217496,0.16635886,2.09216380
2047,248046,248046,0.01064064,0.16903967,1.84943008
2048,248046,248046,2.16252252,0.68076115,9.86127663
2049,248046,248046,0.00603208,0.38107996,2.77875113
2050,9495,248046,2.26825976,0.96354661,5.80281925
2051,248046,248046,0.01580670,0.39274424,2.20355487
2052,248046,248046,0.00346394,0.27613021,1.88918495
2053,248046,248046,0.00001624,0.14257077,1.72847414
2054,248046,248046,0.17325705,0.56334252,5.87723398
2055,248046,248046,0.00471706,0.20248491,5.53696966
2056,248046,248046,0.00170076,0.11892943,2.99154091
2057,248046,248046,0.00482270,0.24787489,2.48470497
2058,248046,248046,0.00053342,0.28446428,2.65831757
2059,248046,248046,0.00147669,0.06859011,9.45076275
2060,248046,248046,0.09491213,0.60357299,2.62981892
2061,248046,248046,0.02209788,0.44537537,1.91538715
2062,11,248046,0.09884841,0.47879871,1.03113508
2063,248046,248046,0.15676218,0.73154001,5.61816216
2064,248046,248046,0.00325799,0.15662580,1.64718413
2065,248046,248046,0.00008510,0.15736459,2.85709667
2066,248046,248046,0.03823443,0.55099120,6.57752800
2067,248046,248046,0.05890097,0.43452946,1.68311310
2068,248046,248046,0.61909022,0.83618454,3.55945206
2069,248046,248046,0.00097271,0.17490403,3.44517994
2070,248046,248046,0.00629741,0.10166253,3.82231903
2071,248046,248046,0.11949262,0.47721903,1.29783058
2072,248046,248046,0.00014201,0.12761244,2.63993645
2073,248046,248046,0.00119399,0.16035007,2.19843650
2074,248046,248046,0.00166681,0.14129191,3.10296464
2075,248046,248046,0.00007171,0.08607568,5.77713346
2076,248046,248046,0.00010082,0.08514707,9.07316017
2077,248046,248046,0.05157868,0.34673179,1.41851807
2078,248046,248046,0.00018124,0.12963835,2.00775838
2079,248046,248046,0.00006484,0.13470887,1.64805412
2080,248046,248046,0.55661656,0.85742940,10.73713970
2081,248046,248046,0.00162577,0.42923465,4.26250696
2082,248046,248046,0.00016136,0.22006962,6.38171244
2083,248046,248046,0.00005937,0.03616166,3.83894253
2084,248046,248046,0.00085539,0.20952686,7.52969408
2085,248046,248046,0.00004407,0.16442251,2.78544998
2086,279,248046,0.25385093,0.68550626,2.58958435
2087,248046,248046,0.00696653,0.45160844,5.65471506
2088,248046,248046,0.00022677,0.20319796,2.50043058
2089,248046,248046,0.00436665,0.41272681,4.65950537
2090,248046,248046,0.26886760,0.65575174,2.43097115
2091,248046,248046,0.00143235,0.23870825,2.46330070
2092,248046,248046,0.00273001,0.24675342,1.99771500
2093,248046,248046,0.26769444,0.63274761,2.11774445
2094,248046,248046,0.00638019,0.23756374,2.02258110
2095,248046,248046,0.01156436,0.40943132,1.60267830
2096,11,248046,0.34749102,0.68637940,2.03518486
2097,248046,248046,0.04179165,0.46228679,4.19121361
2098,248046,248046,0.09228536,0.09583016,2.33223772
2099,248046,248046,0.00256057,0.09695379,4.31618547
2100,248046,248046,0.00019975,0.06326735,2.55137205
2101,248046,248046,0.00006026,0.01523167,2.94078064
2102,248046,248046,0.00451130,0.83840991,5.82471848
2103,248046,248046,0.00001759,0.04837380,1.79389203
2104,248046,248046,0.00000081,0.05910476,1.91883135
2105,248046,248046,0.00000716,0.08582685,2.30099440
2106,248046,248046,0.01930569,0.28395941,1.37316608
2107,248046,248046,0.00094690,0.17591175,1.97857285
2108,248046,248046,0.00049144,0.18864754,1.58392906
2109,248046,248046,0.00077901,0.15899910,1.36145210
2110,248046,248046,0.00337043,0.72957187,8.87685776
2111,248046,248046,0.00367058,0.07690789,1.95491707
2112,248046,248046,0.00031587,0.34059797,5.17052650
2113,248046,248046,0.02231820,0.33547511,1.51511002
2114,248046,248046,0.00060327,0.03875373,4.12364912
2115,248046,248046,0.10777717,0.46781170,1.56610680
2116,248046,248046,0.04395919,0.58144490,2.27146530
2117,248046,248046,0.00055268,0.17632676,2.83285904
2118,248046,248046,0.36648881,0.61194202,3.58998251
2119,248046,248046,0.00082963,0.19364458,4.79713488
2120,248046,248046,0.01413613,0.29501905,1.37767029
2121,248046,248046,0.00056383,0.21151990,3.88672090
2122,248046,248046,0.00014157,0.01382687,8.00399399
2123,248046,248046,0.13036943,0.49223436,1.44691277
2124,248046,248046,0.00300801,0.01453153,7.96648169
2125,248046,248046,0.00186856,0.07628055,7.10077047
2126,248046,248046,0.21642709,0.63670883,2.28250360
2127,248046,248046,0.00053922,0.07057539,3.64877558
2128,248046,248046,0.00008156,0.12376855,6.07862520
2129,248046,248046,0.07972317,0.46038494,1.78754807
2130,248046,248046,0.00805506,0.25976616,3.72027397
2131,248046,248046,0.01060774,0.40877610,4.38248777
2132,248046,248046,0.00235289,0.18289083,3.25303030
2133,11,248046,0.26280829,0.68153145,1.58343124
2134,248046,248046,0.04500768,0.61396107,8.05429173
2135,248046,248046,0.00027668,0.10733796,1.36238849
2136,248046,248046,0.00178302,0.21295271,3.26257992
2137,248046,248046,0.00040750,0.17531871,4.87545395
2138,248046,248046,0.00022274,0.12163598,2.20210028
2139,248046,248046,0.00760062,0.18521229,3.31195068
2140,45543,248046,0.87542432,0.22640512,3.59914136
2141,248046,248046,0.18080899,0.56032451,1.79852867
2142,248046,248046,0.00059771,0.13757761,11.41254044
2143,248046,248046,0.00028599,0.17933444,7.03638077
2144,248046,248046,0.00001202,0.02541353,1.77561188
2145,248046,248046,0.00419360,0.15432551,2.09289217
2146,248046,248046,0.00070554,0.07879548,1.57698822
2147,248046,248046,0.03287912,0.36764151,1.72527313
2148,248046,248046,0.00164133,0.54701934,10.27336788
2149,248046,248046,0.04137727,0.58971552,3.40515232
2150,248046,248046,0.00014123,0.06722034,4.69788074
2151,248046,248046,0.00245828,0.16899281,5.76537609
2152,248046,248046,0.00107968,0.06730523,5.72338867
2153,248046,248046,0.02980894,1.13240828,5.71399307
2154,248046,248046,0.00013760,0.04130259,5.01127243
2155,248046,248046,0.00158304,0.05712773,2.39679003
2156,264,264,0.07750196,0.67430283,1.65037131
2157,248046,248046,0.00475415,0.08353201,1.58801270
2158,248046,248046,0.00016542,0.01547161,4.05666256
2159,7189,248046,1.40213251,0.92871072,2.71275330
2160,248046,248046,0.00071109,0.27894727,2.98994517
2161,248046,248046,0.02638677,0.74060049,9.33113956
2162,248046,248046,0.01352461,0.39302746,2.30696011
2163,248046,248046,0.00129877,0.37807710,6.43774796
2164,248046,248046,0.58596947,0.17080673,3.04707909
2165,248046,248046,0.00059667,0.47078954,6.29836369
2166,248046,248046,0.00852024,0.28174548,1.47118759
2167,248046,248046,0.00004755,0.26226278,5.02666998
2168,248046,248046,0.00014719,0.04991169,3.51498795
2169,248046,248046,0.00346931,0.14398623,5.04430580
2170,248046,248046,0.11665163,0.47183607,1.31087291
2171,248046,248046,0.00065147,0.27855595,5.57374954
2172,248046,248046,0.00069217,0.31128071,4.50954533
2173,248046,248046,0.27639563,0.69852615,1.74883842
2174,248046,248046,0.00591815,0.18926875,1.70201600
2175,26622,248046,0.53626814,0.75106803,3.22127485
2176,11,248046,0.09457959,0.45716303,1.24568367
2177,248046,248046,0.02108690,0.32332356,1.77880192
2178,248046,248046,0.00234094,0.16968528,1.29006195
2179,248046,248046,0.00010431,0.09284950,2.81739187
2180,248046,248046,0.00219418,0.36608220,2.71297359
2181,248046,248046,0.00351427,0.22252230,1.50450718
2182,248046,248046,0.01815207,0.26120005,2.01071930
2183,248046,248046,0.00039197,0.35249283,4.10940456
2184,248046,248046,0.00021021,0.06610364,1.73635674
2185,248046,248046,0.04065443,0.33778359,1.21542740
2186,248046,248046,0.00007084,0.10295917,4.58278656
2187,248046,248046,0.00052801,0.27031058,3.27975368
2188,248046,248046,0.00031359,0.04017050,2.44520378
2189,248046,248046,0.01257419,0.27461780,4.96010685
2190,248046,248046,0.00000565,0.03421678,3.12312603
2191,248046,248046,0.05055288,0.35278143,1.66018677
2192,248046,248046,0.00030142,0.27064755,2.32859898
2193,248046,248046,0.00043193,0.07510252,3.16938591
2194,248046,248046,0.00006648,0.06221218,3.24475527
2195,248046,248046,0.63115806,0.91333165,8.08912945
2196,8397,248046,1.50242529,0.98467283,16.23056412
2197,248046,248046,0.00020524,0.11397698,7.71095467
2198,248046,248046,0.00002234,0.02591305,4.46213961
2199,248046,248046,0.00007574,0.13565551,2.04349089
2200,248046,248046,0.00029783,0.17981853,2.37753463
2201,248046,248046,0.05476839,0.10396875,3.28022003
2202,248046,248046,0.01885258,0.02494268,2.33641267
2203,248046,248046,0.01668624,0.34311850,3.67704773
2204,248046,248046,0.30239022,0.65859754,2.04219627
2205,248046,248046,0.00041824,0.20912963,2.15209818
2206,248046,248046,0.00416073,0.31668862,1.53121948
2207,248046,248046,0.00188435,0.07931811,6.94237328
2208,248046,248046,0.00118560,0.39514972,3.48255539
2209,248046,248046,0.00024230,0.05182077,1.91000330
2210,248046,248046,0.28982168,0.66523416,2.37385941
2211,248046,248046,0.00211031,0.28143389,2.19052505
2212,248046,248046,0.00355816,0.00178398,4.88880730
2213,248046,248046,0.03317330,0.19642341,7.16821957
2214,248046,248046,0.00006341,0.04278891,6.35816050
2215,248046,248046,0.00002022,0.11331697,1.67385221
2216,248046,248046,0.00005418,0.20040516,4.07566261
2217,248046,248046,0.00016489,0.15760124,1.32343721
2218,248046,248046,0.00000010,0.02810593,1.38032341
2219,248046,248046,0.00000045,0.03164011,2.12561798
2220,248046,248046,0.00525264,0.17608307,1.08053493
2221,248046,248046,0.00020699,0.01709779,2.10733509
2222,248046,248046,0.00004404,0.09268762,1.13534355
2223,248046,248046,0.00022795,0.13728325,1.15843391
2224,248046,248046,0.00007448,0.09198301,1.60520577
2225,248046,248046,0.00293832,0.64486612,6.89210796
2226,248046,248046,0.00013481,0.02065368,5.64256001
2227,248046,248046,0.00004701,0.38776638,6.70793915
2228,248046,248046,0.00132938,0.20351345,6.58478546
2229,248046,248046,0.02724937,0.40284758,1.94688988
2230,248046,248046,0.00120679,0.33842578,2.66296291
2231,248046,248046,0.00008674,0.18366319,1.98813653
2232,248046,248046,0.00003253,0.06817287,1.41127872
2233,248046,248046,0.00215963,0.21438466,10.11322594
2234,248046,248046,0.01227463,0.36650010,9.15295506
2235,248046,248046,0.00072612,0.04286717,7.64512014
2236,248046,248046,0.00006070,0.05196909,8.48131180
2237,11,248046,0.17829447,0.55491696,1.36434555
2238,248046,248046,0.00034790,0.27878431,8.47051239
2239,248046,248046,0.00162906,0.35339369,3.03202868
2240,248046,248046,0.18969845,0.56430621,1.86372948
2241,248046,248046,0.00103583,0.40373933,4.05663824
2242,248046,248046,0.00014545,0.22411125,4.35026646
2243,248046,248046,0.09656591,0.47891431,1.84012032
2244,248046,248046,0.00175348,0.37925614,4.53024721
2245,248046,248046,0.10705617,0.00761244,3.61763334
2246,248046,248046,0.00120404,0.01423704,5.48123074
2247,11,248046,0.08648478,0.44345733,0.85951781
2248,248046,248046,0.00107166,0.17037018,2.09465694
2249,248046,248046,0.00156419,0.01801008,3.92941475
2250,248046,248046,0.00057983,0.07026714,4.26032925
2251,248046,248046,0.00026767,0.21918812,4.83642244
2252,248046,248046,0.00099235,0.00303332,2.11409688
2253,248046,248046,0.00073266,0.00179011,6.54069328
2254,248046,248046,0.00026227,0.01580089,8.62381172
2255,248046,248046,0.03100333,0.31940556,0.96598530
2256,248046,248046,0.00005425,0.07317542,4.70781040
2257,248046,248046,0.00214139,0.18741979,10.04041100
2258,248046,248046,0.00001851,0.01088149,3.26617813
2259,248046,248046,0.00158332,0.06239669,6.36950111
2260,248046,248046,0.00037113,0.06344208,4.66271687
2261,248046,248046,0.01191421,0.27968818,1.33089638
2262,248046,248046,0.00001435,0.00017165,3.70020390
2263,248046,248046,0.18606543,0.57931447,4.14013815
2264,248046,248046,0.00041825,0.28748978,7.38177681
2265,248046,248046,0.00025460,0.02748641,1.74809074
2266,248046,248046,0.10552578,0.48775790,1.44581985
2267,248046,248046,0.00048268,0.05419482,1.62465000
2268,248046,248046,0.00004015,0.12942602,2.69695354
2269,248046,248046,0.00062203,0.15955858,1.43465424
2270,248046,248046,0.00188897,0.16459309,4.16614628
2271,248046,248046,0.00168241,0.07724923,1.66352773
2272,248046,248046,0.00029321,0.15375611,1.26326358
2273,248046,248046,3.71429310,11.45922338,21.79941750
2274,248046,248046,4.15619006,12.16572415,13.17658615
2275,5289,248046,0.83665674,0.88496699,7.12467575
2276,248046,248046,0.01169042,0.55284871,3.10978222
2277,248046,248046,0.00088181,0.13316380,6.42902279
2278,248046,248046,0.14214730,0.69318955,8.26245213
2279,248046,248046,0.00025212,0.21341488,3.60863996
2280,248046,248046,0.00275766,0.25116131,1.39151382
2281,248046,248046,0.00023680,0.10205807,1.35590363
2282,248046,248046,0.22220514,2.38190211,11.71916008
2283,248046,248046,0.00555473,0.08836065,5.21881771
2284,248046,248046,0.00086607,0.10616986,6.04053354
2285,248046,248046,0.00075228,0.03891923,3.28841019
2286,248046,248046,0.02010429,0.27920272,4.42879963
2287,494,248046,0.62833619,0.80366113,4.27915812
2288,248046,248046,0.00120173,0.01119457,4.55731678
2289,248046,248046,0.00256679,0.15964662,7.55984068
2290,11,248046,0.20757567,0.61664301,1.48315048
2291,248046,248046,0.00397064,0.03544255,2.98743820
2292,248046,248046,0.00167163,0.07435873,6.64386845
2293,248046,248046,0.00208526,0.11007878,1.81809592
2294,248046,248046,0.00118171,0.22945768,3.65091419
2295,248046,248046,0.00539099,0.61079629,9.97905350
2296,248046,248046,0.02035941,0.28215076,2.39877510
2297,248046,248046,0.00011160,0.13853986,1.60118032
2298,248046,248046,0.00013049,0.05427988,2.90331936
2299,248046,248046,0.01657700,0.22748009,1.44069195
2300,248046,248046,0.00003651,0.04328598,3.68281603
2301,248046,248046,0.00716155,0.12911368,2.91790867
2302,248046,248046,0.00027105,0.24450694,3.56629729
2303,248046,248046,0.00004609,0.07316537,2.08168125
2304,248046,248046,0.00592591,0.01125851,1.28159690
2305,248046,248046,0.00193044,0.01948571,1.32628417
2306,248046,248046,0.00803548,0.11599732,0.84311295
2307,248046,248046,0.00026313,0.01137860,0.95794141
2308,248046,248046,0.00389153,0.00662311,1.02748775
2309,248046,248046,0.02089906,0.00698353,0.87366104
2310,16,248046,0.01063508,0.05898827,0.83241129
2311,248046,248046,0.01637831,0.07223334,0.75848436
2312,248046,248046,0.02333989,0.21031457,0.79204464
2313,248046,248046,0.04232305,0.31049919,0.70715237
2314,28,28,0.06799330,0.44622963,0.97095752
2315,17,17,0.06321825,0.06411724,1.05358505
2316,248046,248046,0.09535728,0.25255435,0.91269684
2317,248046,248046,0.01112738,0.20842570,1.10735178
2318,248046,248046,0.09821946,0.18603172,0.95948792
2319,248046,248046,0.07837938,0.23492804,0.78606415
2320,28,28,0.13133694,0.56250359,1.08761978
2321,248046,248046,0.09556844,0.12612629,1.69323969
2322,248046,248046,0.00099068,0.07251668,0.71423197
2323,248046,248046,0.00329255,0.10516443,0.81162930
2324,318,248046,0.05414912,0.06374665,1.40148830
2325,25472,248046,0.03422504,0.01883411,0.95373726
2326,1857,1857,0.06095458,0.04241867,1.74032116
2327,830,248046,0.02183052,0.03145585,0.65582788
2328,14717,14717,0.00639441,0.01986296,0.72839165
2329,74,77,0.04160676,0.13683561,1.12402534
2330,10,10,0.03598028,0.47909982,1.07994652
2331,16,248046,0.21977404,0.60347325,1.29850388
2332,8,8,0.00775560,0.09455826,1.02915287
2333,283,283,0.04106880,0.44603584,0.70411253
2334,318,318,0.03486026,0.04171503,0.94744015
2335,64,64,0.01855705,0.33365212,0.86348724
2336,17930,17930,0.00515260,0.01358377,0.65575790
2337,1054,1054,0.02010599,0.54714610,1.18610764
2338,478,478,0.05711656,0.61574751,1.38750458
2339,292,248046,0.15213842,0.51041773,1.13948441
2340,8,8,0.02164710,0.51747900,1.52723885
2341,1410,1410,0.07579788,0.04309872,0.83577347
2342,272,248046,0.08127349,0.38964856,1.06035233
2343,248046,248046,0.02421042,0.08428882,1.10480833
2344,248046,248046,0.06439325,0.35023741,0.90063477
2345,830,248046,0.10480581,0.47940649,0.98468685
2346,62,62,0.00232685,0.03647412,0.77277851
2347,15,15,0.22300648,0.78531667,1.47332573
2348,283,283,0.03791976,0.06570046,0.72120714
2349,248046,248046,0.05675505,0.35144743,0.89592171
2350,15,15,0.00232512,0.04231355,2.71821809
2351,248046,248046,0.01609465,0.06331610,1.00812674
2352,248046,248046,0.01825961,0.02419718,0.91507626
2353,248046,248046,0.05698474,0.08297206,0.68926620
2354,248046,248046,0.00803372,0.10110238,0.85615444
2355,248046,248046,0.05116889,0.01651171,1.11314046
2356,248046,248046,0.01511433,0.05081175,0.72791529
2357,248046,248046,0.01932421,0.15094176,0.80915260
2358,248046,248046,0.01487878,0.08413760,0.85917115
2359,248046,248046,0.00457801,0.09448594,0.60824394
2360,248046,248046,0.33383304,0.18356606,1.56960297
2361,248046,248046,0.02591660,0.09694294,0.97738981
2362,369,248046,0.01703492,0.13612790,0.85306883
2363,248046,248046,0.02414453,0.07069087,0.94714808
2364,248046,248046,0.02553179,0.24969840,0.98214531
2365,248046,248046,0.06119993,0.08367899,0.87986708
2366,248046,248046,0.04305828,0.29584305,0.94671631
2367,248046,248046,0.00324518,0.13338362,1.13087177
2368,248046,248046,0.00001409,0.06968649,0.99944139
2369,248046,248046,0.07250521,0.18065025,0.83546829
2370,248046,248046,0.09346340,0.03595889,0.75132847
2371,2759,248046,0.16094839,0.10880314,1.17671585
2372,248046,248046,0.03271369,0.27834217,0.83217573
2373,248046,248046,0.08377868,0.14919577,0.85133243
2374,264,248046,0.05513813,0.06006526,0.82694149
2375,248046,248046,0.06140418,0.25672573,1.00941086
2376,248046,248046,0.11126701,0.12287385,0.94534731
2377,20112,248046,0.21545308,0.09206226,1.41506577
2378,248046,248046,0.02731374,0.15515539,0.99367738
2379,1325,248046,0.03814016,0.01794142,0.79785275
2380,220,248046,0.22774341,0.63795156,1.33248138
2381,18,18,0.13155457,0.51076297,1.47934914
2382,16,16,0.04072051,0.71033715,1.37846375
2383,5255,5255,0.02742084,0.00650511,0.78655672
2384,248046,248046,0.18603281,0.19955887,1.29404736
2385,19,248046,0.12185621,0.48615013,0.91357803
2386,248046,248046,0.06847417,0.36197510,0.72945595
2387,248046,248046,0.00582793,0.10230424,0.80696583
2388,248046,248046,0.06076542,0.10140645,0.82691574
2389,248046,248046,0.17138971,0.09144889,1.06524849
2390,248046,248046,0.04366214,0.07344111,0.81669807
2391,248046,248046,0.04070347,0.23682936,0.79734802
2392,9714,248046,0.07115620,0.12522342,1.48602533
2393,248046,248046,0.01905184,0.16331518,0.92689335
2394,248046,248046,0.11936808,0.02594484,0.81302071
2395,248046,248046,0.00344763,0.10213025,0.85041046
2396,248046,248046,0.01060027,0.07511787,1.72105038
2397,248046,248046,0.24988135,0.20783817,1.62980652
2398,27723,27723,0.03583940,0.05832724,1.00220633
2399,248046,248046,0.07303453,0.36241535,0.87575340
2400,248046,248046,0.08904701,0.40889600,0.96245384
2401,248046,248046,0.03825282,0.04834463,0.66969013
2402,1918,248046,0.22856057,0.35855911,1.41330719
2403,248046,248046,0.03072198,0.11132213,0.62239933
2404,2424,2424,0.02818578,0.06010365,0.65077686
2405,1698,1698,0.04451514,0.27825064,0.83086300
2406,11,11,0.08828502,0.53067403,0.92819405
2407,2424,2424,0.07959798,0.13067632,0.94554329
2408,791,791,0.10089321,0.48423968,1.06775856
2409,2424,248046,0.18662730,0.63763748,1.32412910
2410,11,248046,0.09595679,0.46628084,0.97748041
2411,321,248046,0.16252835,0.55808153,1.20256996
2412,14849,14849,0.04065145,0.00825822,0.87280273
2413,248046,248046,0.01904546,0.18024482,1.04923773
2414,248046,248046,0.00001985,0.02689900,0.96627939
2415,7896,248046,0.07154925,0.19664732,0.93208981
2416,248046,248046,0.08773117,0.34192826,0.78001785
2417,248046,248046,0.01263251,0.08467079,0.96836424
2418,248046,248046,0.19818479,0.07966853,1.13877106
2419,310,310,0.02927907,0.02098658,0.61564922
2420,248046,248046,0.07223189,0.17167312,0.69091606
2421,310,248046,0.05981040,0.38492153,0.68008423
2422,20112,20112,0.08372676,0.11683769,1.11412430
2423,33,33,0.10561373,0.68556091,1.16305923
2424,2600,2600,0.04174539,0.60627494,0.99951172
2425,1608,248046,0.05546859,0.25074035,0.73093891
2426,220,220,0.04286183,0.32094838,0.77563477
2427,16,16,0.01074147,0.04738633,0.61023903
2428,61,61,0.15915163,0.52248926,1.94886208
2429,18,248046,0.17312635,0.55711964,1.05221176
2430,15,15,0.00654196,0.58285059,0.95285225
2431,5639,248046,0.03535118,0.10988520,0.62889576
2432,248046,248046,0.00647897,0.15460090,0.72313166
2433,248046,248046,0.05419226,0.15278539,0.70821762
2434,248046,248046,0.02375800,0.08789848,0.97654819
2435,1067,248046,0.08480394,0.34608259,0.92074370
2436,248046,248046,0.03814501,0.13219317,0.80488205
2437,248046,248046,0.07944935,0.34771437,0.81814957
2438,220,220,0.16236384,0.05672565,1.28001976
2439,248046,248046,0.08007948,0.24730669,0.73210716
2440,248046,248046,0.07503016,0.27976753,0.99403954
2441,248046,248046,0.09405862,0.11942481,0.71501350
2442,14944,248046,0.05634714,0.04106104,0.79611015
2443,248046,248046,0.07203729,0.11829995,0.77553749
2444,248046,248046,0.01562936,0.14443302,0.57080555
2445,248046,248046,0.11040634,0.46245041,1.44353676
2446,248046,248046,0.04441046,0.32153095,1.05030942
2447,248046,248046,0.00435419,0.10648256,1.06822681
2448,248046,248046,0.00007471,0.00778041,0.88754082
2449,248046,248046,0.02835427,0.05469725,0.75695395
2450,248046,248046,0.04907875,0.30854803,0.94235611
2451,248046,248046,0.02753030,0.25125653,1.16658568
2452,248046,248046,0.00821474,0.21001453,0.92641211
2453,248046,248046,0.00005124,0.06639610,0.91635120
2454,248046,248046,0.00000761,0.03868811,0.85333741
2455,248046,248046,0.01660961,0.20989219,0.75755787
2456,16,16,0.00658509,0.11683024,3.80182266
2457,248046,248046,0.01513645,0.26823488,1.26362610
2458,248046,248046,0.00779914,0.23809749,1.41450691
2459,264,264,0.08497189,0.52720497,1.58037663
2460,28,248046,0.12876852,0.51360815,1.21362686
2461,248046,248046,0.11681071,0.34656170,0.95602608
2462,24,248046,0.03705892,0.01011486,2.81341815
2463,248046,248046,0.00033807,0.06226668,1.15717387
2464,248046,248046,0.00562359,0.34934549,2.53882408
2465,28,28,0.05082191,0.41876040,0.88232708
2466,248046,248046,0.01395221,0.30492503,1.53415489
2467,248046,248046,0.04101946,0.33808332,1.32585144
2468,248046,248046,0.00575767,0.23261790,1.45464706
2469,321,248046,0.54737346,0.79818784,1.86755896
2470,272,248046,0.20427698,0.58069154,1.12460327
2471,248046,248046,0.10272081,0.49330540,1.50852013
2472,248046,248046,0.26818117,0.58240005,2.42890882
2473,248046,248046,0.00768938,0.22660354,0.98958778
2474,248046,248046,0.02639716,0.33752938,1.59917068
2475,248046,248046,0.08465254,0.44705380,1.52925301
2476,66480,248046,1.19318857,0.90779081,3.64160013
2477,72632,248046,0.19613976,0.62479032,1.56894493
2478,248046,248046,0.11196759,0.47014036,1.22985077
2479,8102,8102,0.04482184,0.73804139,1.26449966
2480,77,77,0.24995984,0.71547939,1.41891718
2481,10,248046,0.88675264,0.92197363,2.89437771
2482,16,248046,0.65233808,0.81003563,2.88051414
2483,248046,248046,0.18664834,0.57325013,1.28610229
2484,248046,248046,0.00136034,0.27168284,2.25031090
2485,248046,318,1.63962240,18.81383817,4.59177208
2486,64,64,0.00538082,0.90211569,2.91119838
2487,17930,17930,0.03911298,0.70210335,1.59720516
2488,1054,1054,0.00721344,0.45514330,1.71945310
2489,478,248046,0.22713611,0.66841940,1.57257271
2490,292,292,0.38710741,0.91694529,2.42312050
2491,8,8,0.04608275,0.51479469,1.05402184
2492,248046,248046,0.22313949,0.67031995,3.83441997
2493,272,272,0.09076862,0.50445889,3.36690044
2494,5732,248046,0.28967998,0.65879560,1.55015564
2495,248046,248046,0.06883562,0.38884608,0.86485863
2496,830,248046,0.21443088,0.59598665,1.18491936
2497,62,62,0.13330605,0.79271681,1.06888390
2498,15,15,0.01007259,0.38609315,5.61526299
2499,283,248046,0.23922203,0.61536880,1.93968773
2500,220,248046,0.76137975,0.83769957,5.80609655
2501,16,248046,0.12970937,0.49551903,1.42847252
2502,248046,248046,0.05775093,0.47016908,2.69146919
2503,321,248046,2.16637327,0.96408739,5.03391838
2504,10033,248046,0.55371006,0.80620458,2.14964676
2505,248046,248046,0.20613159,0.57985619,1.79801369
2506,49825,248046,0.51852988,0.76506656,2.23589897
2507,1412,248046,0.39587762,0.71549359,2.28319550
2508,1362,248046,0.83420557,0.84927633,2.90300369
2509,44734,248046,0.27970464,0.69076905,1.97058868
2510,248046,248046,0.35831695,0.70920206,3.09354973
2511,1754,248046,0.53403091,0.79453575,2.27224159
2512,2923,2923,0.02828147,0.60146104,2.14311981
2513,248046,248046,0.03206105,0.10920350,4.34089279
2514,24276,24276,0.34528459,0.88347244,2.67926598
2515,303,303,0.09265614,0.81473677,1.76581383
2516,248046,248046,0.29607117,0.38235088,2.14240360
2517,15579,15579,0.13101232,0.84597958,2.14022827
2518,248046,248046,0.00078315,0.21037436,1.85844183
2519,248046,248046,0.07310092,0.45401804,1.91969681
2520,264,264,0.12521812,0.70699266,1.71363258
2521,32288,248046,0.61173567,0.81379688,2.38575745
2522,3010,3010,0.16729047,0.85209328,1.91474152
2523,11,11,0.21942327,0.75606598,1.74761772
2524,21778,248046,0.37463415,0.74195085,1.67963791
2525,220,220,0.31029256,0.76535475,1.71974373
2526,16,248046,0.51623357,0.83277837,2.11470604
2527,23,23,0.14673875,0.60423045,1.36125946
2528,9714,248046,0.54594892,0.78713221,2.49082756
2529,248046,248046,0.09711988,0.49390445,2.00023842
2530,6435,6435,0.05359191,0.72463908,1.67420578
2531,220,248046,0.39287072,0.75894365,1.75498581
2532,18,18,0.00485527,0.19227883,2.77018929
2533,17,17,0.01645216,0.22911930,2.62895012
2534,22,22,0.18334674,0.72867183,2.60086060
2535,21,21,0.05471814,0.87583232,2.17398453
2536,23,23,0.24406937,0.70050297,1.51738739
2537,248046,248046,0.18193826,0.56151450,2.02071953
2538,248046,248046,0.09548201,0.55543411,2.86526680
2539,513,513,0.45580833,0.83067007,2.09535789
2540,25152,248046,0.76950005,0.84110860,3.02610207
2541,220,248046,0.55384889,0.78461455,2.29457474
2542,21,21,0.42134761,0.67892094,2.02729034
2543,2942,248046,0.34785550,0.77002245,1.87328720
2544,791,248046,0.45942798,0.75954192,2.11852264
2545,2018,248046,1.36501149,0.82866565,3.29500008
